release_id,release_datetime,module,environment,commits,lines_changed,test_coverage,defects_open,prior_failed_deploys,build_success_rate,lead_time_days,cycle_time_days,code_smells,vulnerabilities,team_experience_years,hour_of_day,day_of_week,deploy_failed
222,2025-04-08 21:03:49,mobile-app,qa,20,1196,0.785,11,0,0.987,7.73,2.84,26,7,4.1,1,4,0
223,2025-07-22 21:03:49,core-banking,staging,34,1670,0.779,12,1,0.879,6.04,2.97,12,2,3.3,12,0,1
224,2025-04-28 21:03:49,payments,prod,8,1291,0.796,20,2,0.783,5.54,3.26,37,5,2.2,16,6,0
225,2025-06-07 21:03:49,onboarding,staging,21,122,0.658,9,0,0.913,5.89,0.74,37,1,3.7,2,6,1
226,2024-09-22 21:03:49,mobile-app,dev,26,1346,0.566,4,1,0.899,4.78,3.63,31,1,2.9,1,5,1
227,2025-03-06 21:03:49,mobile-app,staging,24,1755,0.718,9,1,0.859,3.85,1.27,25,0,3.8,9,3,1
228,2025-07-06 21:03:49,mobile-app,prod,20,1739,0.802,8,1,0.779,3.5,3.71,55,5,3.2,12,4,1
229,2025-04-11 21:03:49,mobile-app,prod,13,1539,0.732,16,0,0.998,6.02,2.88,47,1,6.3,14,4,1
230,2025-03-23 21:03:49,internet-banking,qa,32,536,0.86,10,1,0.798,7.05,2.35,36,3,5.3,14,2,1
231,2025-09-11 21:03:49,risk-engine,staging,36,1302,0.678,16,0,0.897,2.84,3.7,58,6,4.8,19,1,1
232,2025-01-17 21:03:49,internet-banking,qa,32,1561,0.579,5,1,0.939,10.13,4.36,12,8,4.2,3,3,1
233,2024-09-29 21:03:49,mobile-app,staging,11,1866,0.506,10,1,0.901,5.0,3.89,46,7,4.2,13,5,1
234,2024-11-19 21:03:49,mobile-app,staging,22,772,0.624,10,0,1.0,5.92,4.0,47,3,3.9,14,5,0
235,2025-08-09 21:03:49,mobile-app,staging,26,2488,0.702,14,1,0.817,7.02,1.61,27,7,3.6,16,2,1
236,2024-09-16 21:03:49,onboarding,staging,31,1063,0.724,10,0,0.826,9.14,3.38,19,0,3.1,13,4,1
237,2025-01-21 21:03:49,core-banking,qa,29,698,0.814,10,1,0.835,6.35,3.35,33,5,2.9,4,0,0
238,2025-03-22 21:03:49,onboarding,dev,30,1054,0.602,17,0,0.974,5.49,2.79,39,5,2.3,16,5,1
239,2024-12-10 21:03:49,risk-engine,qa,38,2505,0.792,6,0,0.968,7.45,3.78,39,3,2.5,21,6,0
240,2024-12-13 21:03:49,mobile-app,prod,11,1887,0.925,12,0,0.925,10.06,1.98,37,1,2.6,8,2,1
241,2025-01-01 21:03:49,payments,dev,21,2995,0.677,9,1,1.0,7.94,5.42,18,8,3.3,5,4,1
242,2025-06-29 21:03:49,onboarding,prod,24,1887,0.643,9,0,0.752,7.72,4.19,26,5,2.9,19,3,1
243,2025-06-03 21:03:49,internet-banking,prod,24,2713,0.725,7,1,0.95,7.45,4.19,27,3,3.0,3,3,0
244,2025-06-26 21:03:49,mobile-app,prod,11,566,0.886,11,2,0.878,3.05,4.42,30,8,3.3,23,5,1
245,2025-05-08 21:03:49,payments,staging,31,1708,0.697,21,1,0.9,6.03,3.4,29,4,3.0,3,5,1
246,2025-01-29 21:03:49,risk-engine,qa,26,1792,0.773,14,3,0.791,9.95,1.95,42,1,3.3,5,4,1
247,2025-05-12 21:03:49,internet-banking,prod,14,1660,0.599,14,1,1.0,7.44,2.91,11,0,4.6,10,1,1
248,2025-05-24 21:03:49,internet-banking,prod,12,1469,0.631,8,0,0.942,5.54,2.82,42,3,2.9,15,2,1
249,2024-11-01 21:03:49,core-banking,staging,17,983,0.797,14,0,0.922,6.09,3.7,46,6,3.1,5,0,1
250,2025-01-06 21:03:49,risk-engine,qa,27,1058,0.79,26,1,0.906,5.11,2.51,53,1,2.7,19,6,1
251,2025-04-27 21:03:49,risk-engine,prod,52,1279,0.553,16,1,1.0,5.44,2.37,32,6,2.9,1,4,0
252,2025-08-05 21:03:49,onboarding,staging,12,1738,0.541,9,1,0.924,7.18,2.93,49,6,3.7,16,4,1
253,2024-09-20 21:03:49,risk-engine,qa,29,1827,0.829,7,0,0.937,5.86,1.11,39,0,2.2,19,0,0
254,2025-05-07 21:03:49,risk-engine,prod,25,2568,0.671,9,1,0.87,7.44,1.52,32,0,2.0,10,1,1
255,2025-07-19 21:03:49,onboarding,staging,22,1680,0.818,0,0,0.913,5.8,3.4,38,3,2.6,2,2,0
256,2024-10-20 21:03:49,mobile-app,prod,24,1610,0.876,10,1,0.999,5.87,2.79,31,3,4.1,18,3,1
257,2025-07-27 21:03:49,internet-banking,dev,46,1393,0.643,19,1,0.946,5.72,2.68,32,0,3.1,14,3,1
258,2025-02-25 21:03:49,risk-engine,prod,24,3143,0.807,7,0,0.841,3.29,2.65,36,0,1.9,20,2,1
259,2025-01-15 21:03:49,internet-banking,qa,32,789,0.884,3,3,0.933,9.33,3.32,41,4,2.1,22,2,1
260,2025-02-16 21:03:49,risk-engine,staging,20,826,0.752,5,0,0.861,8.81,3.32,49,1,3.3,23,4,1
261,2025-04-20 21:03:49,risk-engine,qa,12,651,0.486,6,0,0.772,3.26,4.79,27,4,3.9,0,1,1
262,2025-05-17 21:03:49,core-banking,qa,49,543,0.615,6,0,1.0,10.84,2.52,19,0,2.9,5,4,1
263,2025-09-13 21:03:49,payments,prod,28,1310,0.61,15,0,0.971,7.58,1.58,17,1,2.0,17,5,0
264,2025-02-20 21:03:49,onboarding,prod,27,2219,0.767,12,0,0.909,5.39,2.16,43,7,3.1,21,3,1
265,2025-05-26 21:03:49,core-banking,prod,17,2930,0.713,9,0,0.979,1.99,2.24,46,2,2.3,7,5,1
266,2025-01-06 21:03:49,internet-banking,qa,22,1017,0.621,6,0,0.817,2.87,3.22,37,9,2.5,18,2,1
267,2025-04-22 21:03:49,risk-engine,staging,32,1696,0.694,10,1,0.836,4.76,1.88,40,7,2.2,21,6,1
268,2024-09-23 21:03:49,onboarding,prod,31,1092,0.821,10,1,0.8,6.51,3.9,38,10,4.8,10,2,1
269,2025-02-22 21:03:49,onboarding,prod,36,1716,0.746,15,1,0.914,5.77,4.51,46,3,3.2,7,1,1
270,2025-01-22 21:03:49,internet-banking,prod,16,921,0.656,15,2,0.916,3.55,2.54,42,5,2.4,15,5,1
271,2024-10-03 21:03:49,risk-engine,staging,23,1555,0.705,11,2,0.823,5.7,2.83,28,3,3.3,10,1,1
272,2024-10-21 21:03:49,mobile-app,qa,30,1725,0.807,15,1,0.892,6.49,4.06,27,2,3.4,12,6,1
273,2024-11-13 21:03:49,onboarding,staging,2,1368,0.704,11,1,0.803,4.35,0.5,29,2,2.6,13,6,1
274,2025-05-20 21:03:49,internet-banking,prod,35,1488,0.638,3,2,0.96,10.55,3.06,25,0,3.8,23,3,0
275,2025-08-10 21:03:49,payments,qa,22,1838,0.737,8,0,0.872,7.55,0.58,50,8,3.2,16,0,1
276,2025-06-13 21:03:49,payments,dev,16,1134,0.833,16,1,0.841,4.71,3.73,23,5,4.0,17,2,1
277,2025-07-12 21:03:49,payments,staging,15,2110,0.643,13,0,0.816,4.78,4.38,37,0,3.5,19,6,1
278,2025-05-01 21:03:49,onboarding,qa,21,2352,0.536,12,1,0.891,2.53,2.6,52,5,2.3,3,1,1
279,2024-09-20 21:03:49,internet-banking,staging,35,1773,0.587,5,0,0.792,5.55,3.3,21,0,3.1,11,5,0
280,2024-09-24 21:03:49,mobile-app,qa,17,857,0.669,14,0,0.732,4.43,4.2,35,0,5.8,0,6,1
281,2025-08-10 21:03:49,internet-banking,staging,17,2773,0.82,16,0,0.82,8.56,2.16,38,0,1.0,7,4,1
282,2024-12-15 21:03:49,mobile-app,prod,46,2333,0.694,12,1,0.99,5.31,3.03,38,5,3.1,6,0,1
283,2025-02-23 21:03:49,internet-banking,prod,29,2531,0.681,20,1,1.0,3.62,2.31,40,5,5.3,5,6,1
284,2025-05-09 21:03:49,internet-banking,prod,15,2344,0.843,14,0,0.918,5.84,3.64,35,1,2.0,23,5,0
285,2025-06-07 21:03:49,onboarding,qa,30,1123,0.867,10,0,0.939,2.33,2.21,46,0,4.4,18,3,0
286,2025-08-06 21:03:49,internet-banking,prod,20,2020,0.653,9,1,0.927,8.32,2.82,19,0,3.6,17,1,0
287,2024-12-06 21:03:49,core-banking,prod,22,1273,0.624,19,1,0.964,5.07,2.59,55,1,2.5,6,3,1
288,2024-10-02 21:03:49,risk-engine,prod,16,2268,0.727,14,1,0.847,9.36,2.81,29,7,2.4,11,2,0
289,2025-06-18 21:03:49,core-banking,staging,45,1701,0.482,13,0,0.903,6.49,2.97,34,5,2.6,5,1,1
290,2024-12-16 21:03:49,risk-engine,qa,10,1569,0.627,9,0,0.938,7.14,1.23,57,0,4.9,7,2,1
291,2025-02-28 21:03:49,core-banking,prod,20,1517,0.695,1,1,0.894,5.03,2.44,39,1,0.7,21,4,1
292,2024-12-09 21:03:49,risk-engine,prod,25,621,0.617,8,0,0.871,5.1,4.95,39,5,2.8,23,6,1
293,2024-10-19 21:03:49,internet-banking,prod,23,1417,0.794,4,1,0.809,9.54,3.88,8,0,3.1,17,1,0
294,2025-04-27 21:03:49,payments,staging,29,1084,0.792,10,1,0.949,2.74,4.6,37,7,2.0,5,5,0
295,2025-02-24 21:03:49,core-banking,prod,20,891,0.593,11,0,0.845,9.09,2.92,50,2,3.5,23,0,1
296,2024-12-07 21:03:49,payments,prod,32,1048,0.704,7,0,0.925,6.73,4.36,48,6,1.6,20,1,1
297,2025-05-19 21:03:49,mobile-app,staging,11,1386,0.571,11,0,0.942,6.76,4.91,45,2,4.1,3,2,1
298,2025-05-30 21:03:49,internet-banking,dev,24,887,0.73,6,1,0.902,8.8,3.01,25,3,1.7,8,4,0
299,2025-09-14 21:03:49,payments,staging,22,1154,0.741,13,1,0.987,4.77,3.99,41,3,2.9,10,5,1
300,2025-01-05 21:03:49,mobile-app,staging,42,2032,0.652,14,1,0.859,7.52,3.39,37,3,3.7,4,6,1
301,2025-07-30 21:03:49,risk-engine,prod,14,1756,0.688,20,1,0.841,4.06,3.32,18,2,0.8,8,4,1
302,2025-08-23 21:03:49,internet-banking,staging,11,1978,0.65,20,0,0.819,4.17,3.61,31,3,4.6,15,3,1
303,2025-05-09 21:03:49,internet-banking,dev,23,1326,0.546,6,0,0.889,6.15,4.04,20,3,3.4,20,2,0
304,2024-11-16 21:03:49,payments,prod,42,600,0.719,13,0,0.924,3.79,3.69,47,4,1.2,13,5,1
305,2025-05-21 21:03:49,core-banking,staging,21,2245,0.734,7,1,0.846,4.62,3.36,56,8,3.6,15,5,1
306,2025-02-04 21:03:49,internet-banking,prod,21,1886,0.647,13,0,0.94,6.24,0.5,37,5,3.7,8,5,0
307,2025-01-13 21:03:49,risk-engine,staging,28,1762,0.824,13,1,0.705,5.05,3.76,30,6,3.4,5,3,0
308,2025-03-08 21:03:49,internet-banking,qa,40,476,0.674,16,0,0.919,5.41,3.76,45,2,3.6,20,2,1
309,2024-10-06 21:03:49,onboarding,qa,24,1834,0.708,12,1,1.0,3.72,2.57,36,9,2.7,9,6,1
310,2025-05-05 21:03:49,payments,dev,14,3138,0.779,6,0,0.905,7.69,4.84,39,2,4.1,12,3,1
311,2025-02-06 21:03:49,internet-banking,staging,16,793,0.751,6,1,0.816,5.06,2.39,53,2,4.2,20,3,0
312,2025-07-14 21:03:49,onboarding,dev,17,1602,0.696,7,0,0.934,5.1,3.15,33,1,3.3,11,3,1
313,2025-06-17 21:03:49,payments,dev,30,1083,0.972,16,1,0.964,9.71,2.21,4,2,3.8,18,1,0
314,2025-03-17 21:03:49,payments,staging,32,936,0.61,20,1,0.85,4.76,2.35,26,0,1.5,17,4,1
315,2025-02-10 21:03:49,onboarding,qa,27,1054,0.708,13,1,0.892,8.16,3.01,44,2,1.2,11,4,1
316,2025-09-07 21:03:49,risk-engine,dev,21,1015,0.775,14,2,0.989,4.23,2.42,54,6,2.8,9,0,1
317,2025-07-12 21:03:49,core-banking,prod,24,1286,0.745,17,0,0.815,6.65,2.67,33,3,5.7,1,5,1
318,2025-07-27 21:03:49,core-banking,qa,33,1987,0.715,10,0,0.892,5.84,2.81,38,6,1.8,9,1,1
319,2025-08-16 21:03:49,onboarding,staging,30,642,0.898,8,1,0.968,4.03,2.45,37,12,3.5,18,4,1
320,2025-05-28 21:03:49,internet-banking,qa,35,601,0.88,13,3,1.0,5.32,3.65,32,6,2.3,23,3,0
321,2025-06-02 21:03:49,mobile-app,staging,37,989,0.751,12,1,0.794,6.02,4.98,41,0,0.2,0,2,0
322,2025-07-30 21:03:49,payments,staging,28,2007,0.675,9,0,0.933,7.09,2.99,46,2,1.7,7,5,1
323,2025-03-27 21:03:49,mobile-app,staging,25,1267,0.718,11,0,0.711,9.76,2.85,41,0,2.7,15,6,1
324,2025-04-05 21:03:49,mobile-app,qa,18,1228,0.695,18,0,0.795,2.11,1.91,25,0,2.4,1,2,0
325,2024-12-05 21:03:49,core-banking,qa,26,898,0.566,6,0,0.969,7.8,3.63,26,4,2.8,16,6,1
326,2025-02-11 21:03:49,risk-engine,qa,37,620,0.656,9,2,0.772,7.19,3.67,41,1,3.3,4,6,1
327,2025-02-27 21:03:49,core-banking,prod,13,1608,0.585,6,0,0.864,7.87,3.58,41,0,2.6,15,1,1
328,2025-05-11 21:03:49,risk-engine,staging,21,1635,0.879,11,0,0.945,3.07,1.9,24,1,3.1,11,4,1
329,2025-04-20 21:03:49,internet-banking,dev,4,1542,0.723,12,1,0.999,7.57,2.04,28,3,2.3,18,3,1
330,2024-12-10 21:03:49,payments,prod,26,462,0.715,13,0,0.873,7.66,3.19,19,0,4.4,23,1,0
331,2025-07-06 21:03:49,payments,qa,31,953,0.893,14,0,0.847,6.51,1.33,43,1,3.6,10,1,0
332,2024-12-27 21:03:49,onboarding,qa,43,2331,0.755,11,0,0.99,4.34,2.92,13,7,5.5,2,2,0
333,2025-07-19 21:03:49,payments,qa,18,1875,0.745,9,0,0.91,5.18,1.89,31,5,3.0,10,2,0
334,2024-09-23 21:03:49,onboarding,qa,18,1588,0.776,17,1,0.947,6.39,1.29,57,0,3.7,13,3,0
335,2025-01-20 21:03:49,payments,staging,9,1460,0.664,8,2,0.986,5.31,3.78,35,1,2.9,6,3,1
336,2025-04-15 21:03:49,core-banking,qa,9,509,0.762,7,0,0.962,3.46,1.59,55,5,2.7,8,5,1
337,2024-09-29 21:03:49,onboarding,qa,17,2156,0.68,6,2,0.69,5.76,2.83,44,0,4.5,2,0,1
338,2025-02-15 21:03:49,payments,qa,10,1927,0.643,3,2,0.9,4.35,3.38,13,0,4.7,21,2,0
339,2025-07-17 21:03:49,onboarding,prod,35,1751,0.735,17,0,0.902,5.96,2.73,30,4,3.2,8,0,0
340,2025-01-13 21:03:49,core-banking,prod,22,1714,0.508,16,1,0.998,5.04,2.95,57,3,4.6,5,3,1
341,2025-05-26 21:03:49,payments,prod,18,909,0.656,12,0,0.957,8.61,2.02,26,0,5.4,7,2,1
342,2024-12-12 21:03:49,risk-engine,qa,30,1348,0.828,23,1,0.818,4.24,4.61,47,3,3.2,2,1,0
343,2024-09-21 21:03:49,internet-banking,qa,31,1387,0.697,12,0,1.0,7.17,3.8,32,1,3.9,23,3,1
344,2024-10-01 21:03:49,onboarding,staging,19,2389,0.768,18,0,0.907,4.13,3.01,35,0,2.6,12,1,1
345,2025-01-13 21:03:49,onboarding,prod,29,1390,0.433,9,0,0.765,6.23,4.59,25,4,1.8,9,2,0
346,2025-08-15 21:03:49,onboarding,qa,31,974,0.655,14,0,0.731,5.89,1.52,54,4,2.2,12,4,1
347,2025-05-04 21:03:49,risk-engine,qa,47,1935,0.711,9,3,1.0,5.62,5.12,51,0,2.5,3,0,1
348,2024-09-28 21:03:49,internet-banking,staging,28,853,0.743,15,0,0.96,6.22,1.96,36,5,3.6,18,2,1
349,2025-07-01 21:03:49,onboarding,qa,13,1139,0.698,13,1,0.825,3.62,1.35,32,0,2.1,9,2,0
350,2025-01-14 21:03:49,mobile-app,prod,19,1237,0.774,8,0,0.996,7.77,3.6,46,0,4.7,18,1,0
351,2025-02-13 21:03:49,mobile-app,prod,22,1720,0.689,16,1,0.857,10.09,2.37,32,1,3.6,11,6,0
352,2024-12-10 21:03:49,risk-engine,qa,32,1993,0.825,12,3,0.882,8.11,3.32,24,3,4.8,14,5,1
353,2025-07-06 21:03:49,mobile-app,staging,29,755,0.571,13,0,0.972,6.99,3.53,23,3,1.5,2,3,1
354,2025-01-05 21:03:49,payments,qa,36,1128,0.779,8,0,0.91,5.06,2.56,58,0,3.6,12,5,1
355,2024-10-25 21:03:49,mobile-app,dev,15,1040,0.813,20,0,0.828,6.68,5.43,36,8,2.4,22,6,1
356,2025-08-18 21:03:49,internet-banking,prod,16,2092,0.839,19,1,0.911,5.38,4.35,43,1,2.1,18,1,1
357,2025-01-30 21:03:49,mobile-app,qa,32,2297,0.527,13,1,0.778,4.69,2.16,35,8,5.4,22,6,1
358,2024-11-18 21:03:49,payments,staging,28,1682,0.889,17,0,0.964,7.78,3.31,48,4,3.4,16,0,1
359,2025-05-08 21:03:49,core-banking,prod,13,2360,0.77,11,0,0.924,7.98,2.17,34,6,1.1,6,6,0
360,2025-07-11 21:03:49,core-banking,qa,26,2654,0.688,13,0,0.856,9.63,3.01,56,6,3.5,20,1,1
361,2025-04-26 21:03:49,core-banking,qa,24,1310,0.695,16,1,0.847,4.66,3.38,53,7,1.8,11,1,1
362,2025-04-28 21:03:49,onboarding,prod,10,528,0.637,13,2,0.935,8.35,1.24,49,3,4.0,9,5,1
363,2024-12-03 21:03:49,onboarding,staging,9,1518,0.611,14,1,1.0,4.93,3.93,51,0,3.9,21,2,1
364,2025-01-13 21:03:49,risk-engine,prod,13,1392,0.716,15,0,0.845,6.2,4.01,62,0,3.5,18,1,1
365,2025-07-29 21:03:49,core-banking,prod,19,1454,0.752,14,1,0.794,7.46,2.95,48,1,1.4,11,4,1
366,2025-04-19 21:03:49,payments,staging,16,2554,0.617,8,0,0.752,8.55,3.62,45,5,3.0,5,4,0
367,2024-09-27 21:03:49,risk-engine,prod,33,2386,0.757,16,2,0.862,6.95,2.61,38,0,2.2,14,0,1
368,2025-06-28 21:03:49,payments,dev,19,1509,0.862,16,1,1.0,4.59,2.01,26,3,0.6,21,4,0
369,2025-04-28 21:03:49,mobile-app,staging,18,1853,0.792,8,0,0.722,3.82,2.26,35,1,2.6,4,2,0
370,2025-05-03 21:03:49,mobile-app,prod,25,575,0.658,9,0,0.906,8.85,3.81,23,6,3.9,19,5,1
371,2025-06-27 21:03:49,mobile-app,prod,29,1630,0.697,11,0,0.949,5.91,3.17,39,0,2.2,16,2,1
372,2024-12-07 21:03:49,onboarding,dev,28,1861,0.6,11,0,1.0,7.97,3.34,22,6,3.0,15,1,0
373,2024-10-23 21:03:49,internet-banking,dev,27,1796,0.662,5,1,0.933,10.98,3.45,19,1,3.8,20,0,0
374,2025-05-15 21:03:49,onboarding,prod,33,1293,0.564,15,1,0.893,6.81,2.53,24,7,3.6,5,6,1
375,2025-09-05 21:03:49,core-banking,prod,26,1161,0.798,11,1,0.905,6.34,3.93,39,5,3.6,3,4,0
376,2025-06-15 21:03:49,core-banking,qa,41,2305,0.783,13,0,0.799,5.57,3.1,37,5,4.2,22,6,0
377,2024-10-03 21:03:49,internet-banking,prod,21,1435,0.71,12,0,1.0,6.38,3.66,14,2,4.6,8,5,0
378,2025-07-11 21:03:49,risk-engine,prod,31,2650,0.52,19,1,0.975,5.98,0.65,40,7,3.6,16,3,1
379,2025-07-30 21:03:49,core-banking,prod,42,2177,0.521,4,0,0.773,6.09,3.39,17,6,3.9,8,0,1
380,2025-08-08 21:03:49,mobile-app,prod,25,1601,0.758,13,0,0.923,8.0,2.9,38,3,2.5,18,5,1
381,2025-01-16 21:03:49,mobile-app,prod,21,1303,0.669,3,1,0.919,7.7,2.47,57,2,2.2,11,5,1
382,2025-02-27 21:03:49,risk-engine,prod,31,962,0.901,10,1,1.0,7.32,5.2,37,2,2.5,21,3,1
383,2024-10-12 21:03:49,payments,prod,25,903,0.743,17,1,0.913,4.41,3.87,0,5,6.0,2,0,1
384,2025-02-17 21:03:49,core-banking,prod,35,1783,0.735,15,0,1.0,6.3,3.2,14,2,4.5,11,5,1
385,2024-12-02 21:03:49,payments,qa,25,1298,0.534,14,0,0.757,8.27,3.77,48,5,3.9,11,5,0
386,2025-01-23 21:03:49,risk-engine,qa,17,1422,0.759,13,0,0.992,4.26,3.24,24,3,3.6,3,5,1
387,2025-08-31 21:03:49,core-banking,qa,44,1291,0.733,9,1,0.892,6.3,4.2,42,3,4.4,13,3,1
388,2025-05-01 21:03:49,payments,prod,38,1140,0.692,4,0,0.859,5.89,4.77,41,1,2.4,17,5,0
389,2024-12-15 21:03:49,core-banking,qa,36,904,0.759,23,1,0.838,6.82,2.53,18,6,4.4,9,5,1
390,2025-03-06 21:03:49,payments,dev,19,893,0.909,14,0,0.971,7.54,2.59,38,3,3.7,10,4,1
391,2025-07-25 21:03:49,core-banking,staging,22,365,0.771,16,0,0.869,4.92,1.89,37,4,2.3,11,6,0
392,2025-05-21 21:03:49,payments,staging,24,643,0.662,10,1,0.938,8.88,3.73,46,8,3.8,12,6,1
393,2025-05-08 21:03:49,core-banking,dev,10,995,0.693,15,0,0.991,8.63,4.2,49,0,3.7,3,3,1
394,2025-09-08 21:03:49,internet-banking,prod,29,2710,0.738,24,0,0.902,3.44,4.11,28,2,4.6,11,6,0
395,2025-06-09 21:03:49,core-banking,prod,24,1969,0.875,13,0,0.972,5.53,3.83,55,9,4.5,11,6,1
396,2025-06-12 21:03:49,payments,staging,29,1772,0.725,10,3,0.856,5.68,3.14,55,3,3.3,3,3,0
397,2025-06-23 21:03:49,payments,prod,27,1844,0.705,14,1,0.905,6.28,3.45,31,3,5.1,7,3,1
398,2024-09-23 21:03:49,payments,qa,23,2037,0.779,12,0,0.845,5.51,2.98,15,0,2.0,4,0,1
399,2025-05-14 21:03:49,core-banking,staging,10,1897,0.442,18,0,0.967,4.22,4.05,73,0,4.0,10,0,1
400,2024-09-23 21:03:49,onboarding,dev,26,952,0.798,4,1,0.867,3.19,4.59,34,9,4.5,12,2,1
401,2024-11-27 21:03:49,internet-banking,qa,29,1605,0.7,11,2,0.9,5.21,2.44,28,0,2.4,12,1,1
402,2025-08-27 21:03:49,onboarding,qa,0,1840,0.704,9,0,0.86,1.75,3.92,37,3,2.1,18,1,1
403,2025-03-03 21:03:49,onboarding,dev,11,1635,0.715,16,2,0.661,7.09,2.0,17,3,3.7,13,3,1
404,2024-12-21 21:03:49,core-banking,staging,16,912,0.823,4,1,0.887,5.81,1.29,33,5,1.7,13,2,1
405,2025-06-28 21:03:49,risk-engine,prod,2,1708,0.882,19,1,0.876,4.73,2.7,41,1,4.0,3,1,1
406,2025-06-27 21:03:49,onboarding,staging,32,1464,0.808,9,0,0.887,4.53,2.6,20,9,3.1,7,3,1
407,2024-12-29 21:03:49,core-banking,qa,14,1359,0.83,9,2,0.912,7.0,4.64,39,5,4.0,12,3,1
408,2025-08-14 21:03:49,payments,qa,32,1674,0.728,0,1,0.828,10.1,1.55,25,0,3.6,10,2,1
409,2025-04-30 21:03:49,risk-engine,staging,32,2587,0.651,13,0,0.873,4.96,3.46,47,6,2.3,5,2,0
410,2024-11-21 21:03:49,payments,prod,19,2545,0.751,12,1,1.0,8.61,2.28,31,3,3.4,17,3,0
411,2024-11-21 21:03:49,core-banking,prod,13,1210,0.676,21,0,0.976,5.47,2.71,17,6,3.7,10,0,0
412,2025-05-27 21:03:49,payments,prod,26,2035,0.573,15,1,0.815,1.83,2.86,52,9,3.6,15,0,1
413,2025-01-08 21:03:49,mobile-app,qa,19,1093,0.514,18,1,0.876,4.72,2.2,20,3,5.1,0,4,1
414,2025-01-11 21:03:49,internet-banking,qa,34,1671,0.656,12,1,1.0,7.09,3.67,2,3,5.5,14,4,1
415,2025-07-22 21:03:49,internet-banking,prod,42,1646,0.643,12,1,0.813,6.07,3.85,11,2,4.3,23,6,0
416,2025-01-14 21:03:49,risk-engine,staging,22,1397,0.805,5,1,0.943,5.56,2.54,33,6,3.8,8,2,0
417,2024-10-22 21:03:49,onboarding,prod,39,1001,0.735,11,0,0.77,8.82,2.23,47,2,2.5,7,4,1
418,2025-05-07 21:03:49,payments,qa,22,1494,0.654,16,1,1.0,5.37,3.02,44,4,2.9,22,6,1
419,2025-02-14 21:03:49,core-banking,dev,25,2018,0.71,21,1,0.881,5.66,1.68,22,2,4.4,1,3,1
420,2024-10-28 21:03:49,mobile-app,qa,37,988,0.67,21,0,0.879,7.44,4.01,28,4,4.2,2,6,0
421,2024-10-28 21:03:49,risk-engine,qa,19,1786,0.688,8,0,0.808,6.86,4.13,34,3,3.6,14,6,1
422,2025-05-07 21:03:49,risk-engine,staging,23,1946,0.885,16,1,0.945,11.14,3.62,21,4,1.8,0,4,0
423,2024-10-26 21:03:49,payments,prod,19,2391,0.73,9,1,0.75,3.5,3.11,46,2,4.9,16,1,1
424,2025-02-10 21:03:49,internet-banking,prod,45,442,0.685,18,3,0.945,8.44,3.08,41,9,5.3,2,3,0
425,2025-07-01 21:03:49,mobile-app,dev,11,1348,0.73,9,0,1.0,5.76,2.56,47,4,4.8,15,3,1
426,2024-11-21 21:03:49,risk-engine,prod,6,1727,0.584,18,2,0.88,4.31,3.62,25,1,4.5,0,1,1
427,2024-11-29 21:03:49,mobile-app,prod,28,1009,0.927,9,0,0.885,7.61,3.73,48,1,4.4,4,2,1
428,2024-09-19 21:03:49,onboarding,prod,19,1292,0.891,6,0,1.0,7.25,5.12,29,4,2.5,4,1,0
429,2025-06-03 21:03:49,onboarding,staging,24,1265,0.631,15,1,0.941,10.15,4.49,16,2,3.7,10,5,1
430,2025-04-16 21:03:49,internet-banking,prod,44,1348,0.837,5,2,0.958,8.17,2.04,35,0,3.0,0,3,1
431,2024-12-21 21:03:49,onboarding,dev,18,2554,0.727,6,2,0.772,3.97,4.36,33,9,3.1,0,6,0
432,2025-01-12 21:03:49,onboarding,qa,24,2391,0.816,6,3,0.769,8.48,2.74,24,4,3.0,23,1,1
433,2025-07-12 21:03:49,mobile-app,staging,35,1970,0.862,15,0,0.999,5.82,3.03,55,8,3.2,4,5,1
434,2024-09-21 21:03:49,payments,dev,21,1699,0.718,8,0,0.921,5.25,3.9,50,6,2.9,15,6,1
435,2024-12-05 21:03:49,mobile-app,dev,26,3056,0.866,15,0,0.913,3.99,1.26,24,3,0.9,7,0,0
436,2024-11-17 21:03:49,payments,prod,21,2534,0.786,9,1,0.898,4.46,2.23,47,2,2.0,7,0,0
437,2025-08-22 21:03:49,payments,staging,33,1770,0.943,18,2,1.0,7.52,3.16,46,2,3.3,23,6,1
438,2024-10-21 21:03:49,risk-engine,dev,29,1417,0.527,4,0,0.829,6.83,3.22,47,6,4.4,4,6,0
439,2025-01-27 21:03:49,risk-engine,qa,28,2262,0.485,10,1,0.992,9.14,1.55,51,0,1.9,10,3,1
440,2025-02-18 21:03:49,core-banking,staging,31,2132,0.677,11,1,1.0,1.0,2.04,35,0,2.9,9,2,1
441,2025-01-11 21:03:49,risk-engine,dev,22,1228,0.703,11,1,0.937,5.1,4.26,42,7,2.1,21,4,0
442,2025-02-05 21:03:49,payments,qa,39,811,0.674,11,0,0.759,2.79,3.49,11,2,3.4,0,5,0
443,2025-03-09 21:03:49,risk-engine,prod,27,1111,0.724,13,0,0.963,8.43,2.39,28,3,3.0,8,3,0
444,2024-12-21 21:03:49,risk-engine,staging,31,1633,0.792,5,1,0.895,7.25,2.37,5,0,3.1,13,4,1
445,2025-04-13 21:03:49,onboarding,qa,24,2162,0.661,11,2,1.0,6.78,2.29,33,5,2.9,2,3,1
